label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
4	-1163 m^3	-0.7339	Computer Game Design	Computer Engineering, Computer Game Design, Robotics Engineering	1.9684	1054	-0.5961	2.2382	1390	ferret	0.6692	1526
2	2298 m^3	0.5714	Applied Mathematics	Natural Language Processing	0.443	-917	1.4968	0.6968	503	dog	-0.0259	197
4	-13 m^3	-0.5629	Computer Game Design	Biotechnology, Robotics Engineering, Computer Game Design	0.3276	-1627	0.0303	1.4841	841	bird, fish	1.2558	856
0	1250 m^3	0.4905	Statistics	Electrical Engineering	-0.1578	411	-0.4442	-0.0545	-1398	rabbit	1.5356	85
3	1270 m^3	0.9584	Robotics Engineering	Human Computer Interaction	0.0596	1774	1.0619	-0.743	686	cat	-0.5463	709
4	-226 m^3	0.0008	Bioinformatics	Computer Game Design, Biotechnology	0.5474	1222	0.2736	-0.0744	-128	reptile	0.7846	244
0	1482 m^3	-0.4464	Computational Media	Electrical Engineering, Bioinformatics, Computational Media	-0.3951	1675	-1.2044	0.3613	996	rabbit, hamster	-1.5632	1090
0	1066 m^3	0.5655	Statistics	Bioengineering, Electrical Engineering	0.3448	418	0.9149	1.6644	-336	hamster	-0.0111	146
1	1685 m^3	-0.0308	Biotechnology	Computer Science	NULL	-240	2.4715	0.7389	-51	pig	2.3142	385
1	1253 m^3	0.9664	Biotechnology	Statistics	1.2994	None	1.7828	1.4644	2170	pig	0.5424	2030
3	118 m^3	1.1282	aPPLIED mATHEMATICS	Data Science	1.2994	956	0.4986	1.5215	-839	n/a	-1.9213	-797
2	1589 m^3	-0.0504	Computer Science	Applied Mathematics	1.4825	282	0.607	0.9456	-456	rat	0.1606	706
4	-283 m^3	1.183	Computer Game Design	Biotechnology, Robotics Engineering	0.0386	2112	-0.1023	0.5452	-896	bird, reptile	1.5437	831
4	1096 m^3	0.3817	Computer Game Design	Biotechnology, Robotics Engineering, Computer Engineering	-0.1844	2309	0.9689	-1.1591	430	fish	0.8351	26
2	2657 m^3	0.9363	Bioengineering	Natural Language Processing	0.2359	725	-1.1287	0.0127	154	dog	0.5145	1002
3	1064 m^3	-0.0545	Human Computer Interaction	Human Computer Interaction	0.1914	1009	0.0243	1.7213	998	cat	1.0303	2631
3	NULL	0.4152	Applied Mathematics	Data Science	0.1521	105	1.0061	1.2523	n/a	fish, reptile, bird	1.7353	-411
4	-479 m^3	0.3238	Bioinformatics	Biotechnology	1.2808	-675	-0.5474	0.1257	1001	fish, reptile, ferret	0.7033	-298
4	-24 m^3	-0.117	Bioinformatics	Computer Game Design, Biotechnology	0.359	1389	1.6574	1.9557	2074	bird, fish	0.3393	975
4	1649 m^3	1.3375	Human Computer Interaction	Biotechnology	0.9877	201	-1.1322	-0.3132	1984	ferret, reptile	-0.0397	1119
1	534 m^3	0.9314	Data Science	Games and Playable Media, Technology and Information Management	-0.317	317	0.8865	0.5761	109	pig	1.419	2470
3	2275 m^3	-0.5453	Human Computer Interaction	Data Science	-0.4595	517	-0.3208	-0.7904	-463	cat	0.8044	2483
1	951 m^3	1.9245	Biotechnology	Bioinformatics	0.4627	538	1.8466	0.1888	472	PIG	-0.0583	34
2	371 m^3	1.107	Computer Science	Applied Mathematics	0.5033	-20	-0.5446	0.9791	846	dog	-0.5953	1422
0	122 m^3	-0.1575	Computer Science	Bioengineering	0.4908	757	0.2831	0.3937	-246	rabbit	2.0231	55
3	1283 m^3	0.3662	Robotics Engineering	Human Computer Interaction	-0.0941	2130	-0.0909	0.5798	1594	chicken	0.6852	2782
3	-719 m^3	-0.0205	Robotics Engineering	Data Science	-0.5922	2264	1.467	-0.1688	1919	chicken	0.0006	455
0	1816 m^3	0.7849	Computational Media	Bioengineering	-0.9148	1368	-0.4999	0.2257	1136	hamster	-2.4918	-183
4	-809 m^3	NULL	Bioengineering	Robotics Engineering	-0.3691	1238	0.462	-0.2254	957	bird, reptile, fish	1.8206	272
4	609 m^3	0.4933	Bioinformatics	Applied Mathematics	1.3643	1760	0.3426	-0.499	2295	Bird, Ferret	0.1798	-550
1	447 m^3	-0.0631	Bioengineering	Robotics Engineering	1.1304	-529	1.5897	0.2239	-984	pig	-0.0272	1481
4	-1591 m^3	0.637	Statistics	Computer Game Design, Biotechnology, Computer Engineering	0.4798	1065	-1.2102	-0.1328	-367	reptile, fish, bird	1.0079	1043
1	-213 m^3	0.9595	Computer Engineering	Robotics Engineering	0.5993	814	-0.1372	1.0137	976	pig	-1.4378	1598
0	458 m^3	-0.6131	Games and Playable Media	Computational Media	1.4802	471	-0.6315	0.9875	-263	guinea pig	0.4362	821
1	81 m^3	0.0718	Natural Language Processing	Computer Science	1.7427	1197	0.8011	2.4432	1290	pig	1.3571	1454
0	-260 m^3	-0.0716	games and playable media	Computer Engineering, Computer Game Design, Robotics Engineering	0.5489	1147	1.4811	-1.1874	-125	hamster, rabbit	1.0858	27
2	593 m^3	0.1183	Computer Science	Applied Mathematics	-0.241	1713	0.5726	0.7959	-804	dog	0.8789	1873
3	292 m^3	0.5013	human computer interaction	Data Science	-0.6918	449	1.3052	0.5286	1220	chicken	2.0764	812
2	1544 m^3	0.5071	Computer Science	Applied Mathematics	1.6536	-331	0.3953	1.3736	-274	dog	-0.1599	565
1	857 m^3	0.232	Biotechnology	Statistics, Computer Science, Technology and Information Management	0.7242	-1186	0.3001	1.2636	1428	pig	1.4051	1696
1	2049 m^3	-0.099	Biotechnology	Natural Language Processing	0.892	103	0.4493	1.7985	2362	pig	0.7475	2075
0	508 m^3	-0.0591	Statistics	Computational Media, Electrical Engineering, Bioengineering	-0.0046	2137	0.6687	1.4898	-166	guinea pig	-0.034	510
4	-110 m^3	-0.8489	Computer Game Design	Computer Game Design, Computer Engineering, Biotechnology	0.909	1353	1.1276	-0.58	539	fish, ferret	0.0183	1653
1	-314 m^3		Natural Language Processing	Technology and Information Management, Computer Science, Statistics	0.4691	1651	1.2899	-0.4661	545	pig	-0.1446	819
3	-600 m^3	1.2553	Applied Mathematics	dATA sCIENCE	-0.4645	1491	-0.2562	0.7246	591	cat	-0.7129	1338
2	-417 m^3	1.2869	Computer Science	Computer Game Design	0.3298	761	0.2297	0.9872	455	dog	-1.881	128
4	1323 m^3	0.7528	Data Science	Computer Game Design, Robotics Engineering, Computer Engineering	1.4392		1.4332	-0.655	1314	reptile, ferret	1.3634	736
4	728 m^3	0.1049	Human Computer Interaction	Robotics Engineering, Computer Game Design	1.0947	1535	-0.2073	1.0055	98	ferret, fish, reptile	0.0297	1404
3	1532 m^3	0.5975	Human Computer Interaction	Robotics Engineering, Biotechnology	1.6928	1086	1.2924	1.5849	743	cat	-0.1286	1008
3	-989 m^3	0.5308	human computer interaction	Data Science	0.1637	637	-0.3987	-0.6611	2609	cat	-0.8882	726
0	1486 m^3	1.0777	Games and Playable Media	Electrical Engineering, Bioengineering	-0.7423	1865	-0.0913	0.2168	971	guinea pig	0.6488	-319
4	-449 m^3	1.8476	Computer Science	Bioinformatics, Bioengineering	0.1821	52	0.1775	1.8138	2365	reptile	1.2802	12
4	196 m^3	1.7457	Bioengineering	Statistics	1.7473	1670	-0.0848	-2.5045	1025	bird	1.4687	2252
0	1204 m^3	-0.3804	Computational Media	Bioengineering, Computational Media, Bioinformatics	0.6122	830	0.3435	-0.0522	454	hamster, guinea pig	2.5139	682
4	-1051 m^3	1.3492	Bioinformatics	Computer Game Design, Robotics Engineering	0.1165	2081	-0.008	0.261	361	bird, reptile, fish	-1.1379	543
0	1617 m^3	0.5058	Computational Media	Bioinformatics, Computational Media	-0.0379	213	-0.3272	-0.143	1161	guinea pig	1.0936	-1116
0	1970 m^3	1.1129	Computational Media	Bioengineering, Computational Media	0.0303	308	-0.1074	0.8679	-197	rabbit, hamster	0.5169	-250
2	2335 m^3	1.4735	Computer Science	Natural Language Processing	-0.2836	2208	-0.0378	1.7395	-1119	dog	1.4318	421
3	1015 m^3	1.4621	Human Computer Interaction	Human Computer Interaction	-0.5313	547	0.8397	-0.1333	2519	chicken	-0.3318	825
2	391 m^3	0.8504	Computer Science	APPLIED MATHEMATICS	0.8599	449	0.0987	1.9967	179	Pig	-0.8811	128
3	-268 m^3	-0.4629	Human Computer Interaction	Data Science	-0.4284	1099	0.2626	-0.2563	1288	chicken	-0.3292	645
1	1761 m^3	0.5657	Electrical Engineering	Games and Playable Media, Technology and Information Management	2.0547	-57	0.6579	-0.0527	977	N/A	-0.2549	1888
3	2583 m^3	1.4453	Applied Mathematics	dATA sCIENCE	0.1861	1076	2.3286	0.8468	109	chicken	2.2411	1967
1	776 m^3	0.5955	Electrical Engineering	Applied Mathematics	0.0834	839	0.0367	0.5008	487	pig	-0.4593	1460
3	-302 m^3	1.6649	aPPLIED mATHEMATICS	Human Computer Interaction	0.8353	1077	1.8029	-0.105	1155	n/a	1.2848	1546
1	1110 m^3	-0.7479	Data Science	Computer Science	0.2015	1027	1.5957	0.0158	1557	pig	0.7879	926
2	1630 m^3	0.3016	Computer Science	Applied Mathematics	0.5035	-1163	-0.0232	0.5918	433	rat	1.3665	999
1	2962 m^3	1.3232	Robotics Engineering	Statistics	0.1198	154	-0.1364	1.3847	-563	pig	1.5937	19
1	1526 m^3	1.3126	Data Science	Games and Playable Media, Statistics, Computer Science	-0.1256	-1493	-0.7274	1.5989	1926	pig	1.0494	203
2	-311 m^3	0.422	Computer Science	Applied Mathematics	0.1913	992	0.3749	0.7659	1153	dog	1.2642	1255
0	449 m^3	0.1437	Bioengineering	Computational Media, Bioengineering, Electrical Engineering	NULL	152	0.1885	1.6736	833	hamster, guinea pig	-0.6244	646
1	1646 m^3	0.996	Biotechnology	Statistics	1.3293	-984	0.7544	0.7716	1681	PIG	?	903
0	675 m^3	0.3378	Human Computer Interaction	Computational Media	0.7509	-625	-0.9538	-0.233	347	rabbit	-0.1214	-72
3	365 m^3	0.2258	Games and Playable Media	Data Science	0.6803	2826	0.259	-0.752	1976	chicken	1.3121	119
0	2505 m^3	-1.6288	Games and Playable Media	Bioinformatics, Bioengineering	0.266	-626	-0.117	0.6429	-23	hamster, rabbit	1.0701	975
4	1073 m^3	-0.2102	Computer Game Design	Biotechnology, Robotics Engineering	0.0761	1661	0.3781	0.055	1490	bird, fish	-0.9647	2266
3	820 m^3	1.3009	Robotics Engineering	Computer Engineering	0.0455	1087	1.2883	0.2952	576	chicken	0.1622	?
4	724 m^3	-0.5246	Computer Engineering	Computer Engineering	1.3008	2116	-0.1895	-0.0083	986	bird, ferret	-0.3083	-217
4	452 m^3	-1.937	Bioengineering	Applied Mathematics	0.9223	1253	0.6351	1.012	1375	Fish, Ferret, Reptile	1.0822	2266
3	1096 m^3	-0.5875	Robotics Engineering	Data Science	-0.4695	1823	1.2245	1.3759	549	chicken	-0.3869	1611
2	1518 m^3	0.4591	Bioinformatics	Games and Playable Media, Technology and Information Management, Computer Science	0.9039	780	-0.0193	0.3793	342	dog	0.4352	702
0	838 m^3	0.561	Computational Media	Electrical Engineering	1.459	2042	-1.142	1.92	1466	hamster	1.7373	-388
2	410 m^3	0.9729	Computer Science	Games And Playable Media	-0.0613	-524	-0.081	0.323	1224	dog	2.0858	1415
1	1651 m^3	?	Natural Language Processing	Computer Science, Technology and Information Management	0.4096	-1536	1.1034	2.3768	1026	pig	1.1847	1591
1	264 m^3	0.1433	Biotechnology	Games and Playable Media, Computer Science, Statistics	0.3971	-772	-0.4644	1.2657	n/a	pig	-0.4352	454
4	-558 m^3	-0.7357	Computer Game Design	Biotechnology, Robotics Engineering	0.6472	2047	0.2319	-0.3479	-46	bird, reptile, fish	1.376	851
3	-654 m^3	1.0902	Applied Mathematics	Computational Media, Electrical Engineering	-1.2453	2324	0.1186	-2.3792	1808	cat	-0.1488	170
3	1904 m^3	0.3364	Applied Mathematics	Data Science	-0.5531	2114	1.0792	-0.8675	1552	cat	-0.5294	1378
1	723 m^3	1.4263	Data Science	Computer Science, Games and Playable Media	-0.4381	-46	0.6814	-0.4249	666	pig	0.8441	386
2	2082 m^3	-0.8338	Computer Science	Applied Mathematics	1.1841	1	0.9283	0.1031	1997	dog	0.4521	-745
0	667 m^3	0.4363	Computational Media	Bioengineering	0.6843	443	-0.8243	?	-115	hamster, rabbit	1.4989	675
2	340 m^3	1.6643	Computer Science	Applied Mathematics	0.9946	-347	0.8669	1.6995	-327	dog	2.3779	491
0	895 m^3	-0.9623	Computational Media	Computational Media	-0.4333	-27	-0.3377	0.5914	210	guinea pig	-0.3422	349
3	1672 m^3	-0.1946	Applied Mathematics	Bioengineering, Bioinformatics, Electrical Engineering	n/a	534	2.0756	-0.6464	1549	cat	-0.6833	906
2	102 m^3	1.6921	Computer Science	Natural Language Processing	0.2655	-1115	-0.9798	0.0361	-144	dog	0.078	?
2	1982 m^3	1.0235	Computer Science	Applied Mathematics	0.5928	-54	0.3873	0.058	563	dog	-0.8933	2681
0	2147 m^3	0.0701	Computational Media	Bioengineering, Bioinformatics	0.769	1980	-0.1555	-1.0154	378	guinea pig	2.1143	312
4	-225 m^3	0.4571	Bioinformatics	Computer Science	0.6351	2123	-0.4703	2.7173	1297	ferret	-0.1949	1695
2	741 m^3	0.4187	Computer Science	Applied Mathematics	0.1585	206	0.1944	0.6564	670	dog	-1.6305	1723
1	782 m^3	1.6496	?	GAMES AND PLAYABLE MEDIA, TECHNOLOGY AND INFORMATION MANAGEMENT, COMPUTER SCIENCE	0.2114	-275	0.9159	0.0561	651	pig	-0.0834	942
1	873 m^3	0.0348	Data Science	Computer Science, Statistics, Games and Playable Media	0.2048	2209	1.6899	0.822	696	pig	-0.2866	1281
1	382 m^3	-0.546	Bioinformatics	Statistics, Technology and Information Management, Computer Science	0.7516	769	1.0029	1.2373	1311	pig	1.5958	481
3	2243 m^3	-0.0701	Applied Mathematics	?	1.1873	1833	1.16	-0.2851	-322	chicken	0.7396	1940
2	203 m^3	0.9962	Computer Science	Applied Mathematics	1.4147	74	-0.101	0.7804	74	dog	2.3315	455
4	976 m^3	-0.1825	Statistics	Computer Game Design, Computer Engineering	1.1399	1963	1.6242	0.0243	1389	bird, reptile	1.4503	403
2	208 m^3	1.2041	Computer Science	Bioengineering	0.5551	2744	0.1975	1.5447	467	dog	0.1378	771
3	-210 m^3	0.421	Robotics Engineering	Data Science	-0.7609	-243	-0.4558	-0.003	-217	cat	0.468	1715
3	-656 m^3	0.4282	Applied Mathematics	Statistics, Games and Playable Media	-0.5443	114	0.5588	-0.2041	1209	chicken	-0.3184	723
3	-232 m^3	-0.0231	Bioengineering	Data Science	-0.2503	338	0.7577	1.0268	1215	chicken	0.8182	1862
3	1866 m^3	0.166	Human Computer Interaction	Data Science	0.2181	1917	2.176	2.0168	-450	cat	1.7887	2766
3	1199 m^3	1.3523	Human Computer Interaction	Human Computer Interaction	1.398	295	-0.8061	-0.005	1017	cat	-0.1076	868
4	2469 m^3	0.572	Computer Science	Computer Engineering	-0.2236	None	-0.4515	0.3187	609	ferret	-0.5672	819
3	-16 m^3	-0.1916	Applied Mathematics	Human Computer Interaction	-0.06	2240	0.9677	-0.0782	506	chicken	0.3692	861
4	1713 m^3	-0.3672	Computer Science	Biotechnology, Computer Engineering, Computer Game Design	1.011	3797	0.4892	-0.7529	16	bird, reptile	0.532	1186
2	2367 m^3	-0.1907	Computer Science	Natural Language Processing	0.3229	1210	-0.4765	-0.0414	-132	dog	0.2693	1247
3	-271 m^3	0.1725	Applied Mathematics	Data Science	1.0402	2031	0.0488	-0.2001	617	cat	0.0967	955
3	1767 m^3	0.3285	Human Computer Interaction	Human Computer Interaction	1.1303	1145	0.5726	-0.4221	-14	chicken	1.1323	1624
2	1309 m^3	-0.8209	Computer Science	Applied Mathematics	-0.155	-543	-0.5825	0.8649	-986	dog	-0.3345	1180
1	592 m^3	-0.3672	Data Science	Robotics Engineering	0.1367	-856	1.3784	0.6347	519	pig	0.063	986
0	1530 m^3	-0.7218	Games and Playable Media	Bioinformatics, Bioengineering	0.1902	-574	0.0742	1.5758	2140	rabbit	0.7044	149
2	-438 m^3	-0.3406	Computer Science	Natural Language Processing	0.0097	156	-0.2299	-0.3361	N/A	rat	-0.2144	1563
4	1363 m^3	0.0026	Computer Game Design	Computer Engineering, Computer Game Design	-0.3327	2398	-0.5544	0.4318	449	ferret	-0.5736	2317
3		-0.9381	Human Computer Interaction	Data Science	0.342	1293	0.2655	1.1863	545	chicken	1.1913	2876
3	275 m^3	0.5164	Applied Mathematics	Natural Language Processing	0.9672	1007	1.4187	-0.4975	1711	CAT	-0.8605	-14
2	2427 m^3	0.52	Computer Science	Applied Mathematics	0.0972	799	-0.635	-0.0686	-230	dog	0.2046	1343
2	598 m^3	1.1631	Computer Science	Applied Mathematics	1.0177	533	-0.448	-0.1004	-59	dog	-0.614	1973
3	845 m^3	1.0516	Robotics Engineering	Human Computer Interaction	0.5243	1133	-0.0604	0.2543	397	cat	0.5769	-393
4	-352 m^3	-1.8292	Computer Game Design	Natural Language Processing	0.1721	749	1.395	0.3274	-166	bird	-0.2342	719
3	1205 m^3	-0.0186	Robotics Engineering	HUMAN COMPUTER INTERACTION	-0.1364	-154	1.3367	0.3003	687	chicken	1.1624	46
4	72 m^3	-0.0804	Computer Game Design	Robotics Engineering	0.2574	805	1.2402	-0.7576	1811	ferret, bird	1.6963	1444
2	559 m^3	1.3248	Computer Science	Natural Language Processing	-0.4283	-496	0.5598	1.0015	665	dog	1.0595	742
2	-1149 m^3	2.2452	Computer Science	Natural Language Processing	1.7093	738	0.9507	0.0291	-154	dog	2.1502	609
1	959 m^3	0.6584	Technology and Information Management	Computer Science	0.3473	79	1.2298	0.0448	1444	pig	2.1235	-298
4	1294 m^3	0.8148	Bioengineering	Robotics Engineering, Computer Engineering	0.8568	-192	0.7995	0.6149	762	bird, fish, reptile	0.939	1957
4	-1254 m^3	0.5354	Bioinformatics	Computer Engineering, Computer Game Design, Biotechnology	0.7511	1427	-0.3024	0.1458	2407	ferret, bird	1.0534	1134
2	1024 m^3	0.6755	Computer Science	Natural Language Processing	-0.3282	1759	-0.0193	0.2669	-457	rat	0.993	-562
1	-497 m^3	0.0741	Computer Engineering	Technology and Information Management, Statistics	0.0995	639	-0.0313	-0.4245	49	pig	1.3909	1023
4	679 m^3	-0.0244	Bioengineering	Computer Engineering	-0.0591	1362	0.849	0.1272	1282	fish	0.7278	1085
0	2138 m^3	1.2955	COMPUTATIONAL MEDIA	Bioengineering, Bioinformatics	0.6653	-1132	0.7198	-0.4422	794	rabbit, guinea pig	2.3253	-641
1	1608 m^3	-0.2833	Electrical Engineering	Games and Playable Media	0.6176	-408	0.2462	1.3606	642	pig	1.3314	1583
2	117 m^3	0.251	Computer Science	Human Computer Interaction	-0.7352	1217	0.5811	-0.2848	514	dog	0.5926	630
2	309 m^3	-0.2465	Computer Science	Natural Language Processing	0.5954	1213	-0.8752	-0.4805	453	rat	1.0186	1712
4	582 m^3	0.8357	Computer Game Design	Computational Media	0.9697	-289	0.1852	0.1988	692	ferret, fish, bird	1.2876	502
3	829 m^3	0.8252	Human Computer Interaction	Human Computer Interaction	-0.3074	1406	-0.0305	1.6257	2518	chicken	-0.2979	280
3	541 m^3	-0.1429	Applied Mathematics	Human Computer Interaction	0.224	2116	0.022	-0.8047	978	cat	-0.4475	513
1	-219 m^3	-0.1181	Natural Language Processing	Games and Playable Media, Computer Science	0.1528	1487	1.0565	0.6371	-208	pig	0.0682	1221
3	1193 m^3	1.8916	Applied Mathematics	Data Science	-0.9028	1186	0.5871	-0.3276	677	chicken	-0.4147	1269
2	1925 m^3	0.3529	Computer Science	Natural Language Processing	-0.2699	-1188	-0.569	0.6777	1068	dog	0.2034	1729
3	365 m^3	0.615	Human Computer Interaction	Data Science	0.7816	1503	-0.6341	0.3533	208	cat	2.0742	385
4	927 m^3	0.167	Computational Media	Computer Game Design, Robotics Engineering	0.2776	1187	1.2605	-0.3747	1495	reptile	-0.0493	1595
1	1406 m^3	-0.2121	Technology and Information Management	Statistics	-0.508	-378	1.3146	0.4677	476	pig	0.1381	1074
0	768 m^3	0.422	Games and Playable Media	Bioengineering	N/A	163	-0.0386	1.3098	1261	hamster	-0.0788	1442
0	2251 m^3	-0.3308	Computational Media	Bioinformatics, Bioengineering, Computational Media	-0.4937	1362	-1.0976	0.3936	-485	hamster	0.7912	67
3	2325 m^3	0.381	Computer Science	Data Science	0.3543	1765	0.782	1.0549	791	cat	1.44	472
0	1226 m^3	-0.3199	Statistics	Electrical Engineering	0.2045	1449	0.1255	1.5305	-185	hamster, rabbit	-0.3008	798
0	542 m^3	-0.8607	Games and Playable Media	Bioinformatics	0.9194	1900	-0.4272	-0.5188	1008	guinea pig	0.5419	1128
2	382 m^3	0.0477	Computer Science	Natural Language Processing	0.4693	-997	0.2567	-0.8896	-667	rat	0.5529	1084
1	640 m^3	-0.941	Natural Language Processing	Statistics, Games and Playable Media	0.2364	-1181	-0.1203	0.3729	775	pig	0.5123	911
0	1838 m^3	-0.3854	Statistics	BIOINFORMATICS, ELECTRICAL ENGINEERING, COMPUTATIONAL MEDIA	-0.016	143	1.622	-0.1418	1013	rabbit	0.6571	-745
4	644 m^3	0.6119	Computer Science	Robotics Engineering	0.7539	952	-0.1419	-0.8686	1212	fish, reptile	0.1798	1675
3	888 m^3	0.3944	Applied Mathematics	Data Science	0.3091	1520	1.0938	0.2472	963	rat	-0.7185	609
2	2162 m^3	0.5577	Computer Science	Natural Language Processing	1.2605	820	0.5779	0.1347	386	dog	0.2831	-144
0	2068 m^3	0.683	Statistics	Bioinformatics, Bioengineering	0.9939	37	-0.0576	0.5137	-1077	hamster, rabbit	2.1479	465
0	1117 m^3	-0.0734	Computational Media	Computational Media	-0.1927	1669	1.3717	2.2499	-287	guinea pig, hamster	0.7007	448
4	650 m^3	0.7953	Bioengineering	Robotics Engineering, Computer Engineering, Computer Game Design	1.3961	596	-0.5022	-0.3535	2393	ferret	-0.5914	1855
4	1149 m^3	-0.8938	Bioengineering	Biotechnology	-0.0195	1582	-0.2566	0.1764	1402	reptile, ferret, fish	0.4947	2019
0	-140 m^3	0.9788	Computational Media	Computational Media, Electrical Engineering, Bioinformatics	-0.1563	921	-0.0852	0.9047	1163	rabbit, guinea pig	0.518	1081
0	-446 m^3	0.3468	Computational Media	computational media, electrical engineering, bioinformatics	0.1322	1405	0.3599	0.3857	-1762	rabbit	0.5924	-522
3	1901 m^3	0.9762	Robotics Engineering	Data Science	0.3445	821	0.4895	0.4881	991	chicken	0.2495	1707
1	1054 m^3	0.3725	Data Science	Statistics	0.7181	1138	1.3906	1.2209	1497	pig	-1.5592	283
3	276 m^3	1.7323	Applied Mathematics	Data Science	0.528	899	0.6292	0.7823	648	chicken	0.9968	1019
1	-633 m^3	0.4227	Data Science	Games and Playable Media	0.9405	571	-0.0941	0.7821	1209	pig	0.3558	735
3	408 m^3	0.8092	Applied Mathematics	Data Science	-0.0439	1022	0.9661	1.7432	2051	chicken	1.802	333
1	-32 m^3	0.7278	Biotechnology	Statistics, Computer Science, Games and Playable Media	0.3885	1068	1.1635	-0.1221	1713	pig	0.6256	170
0	-68 m^3	0.0418	Computational Media	Bioengineering, Bioinformatics, Electrical Engineering	-0.0962	2241	-0.7407	-0.154	939	None	1.0592	-1424
0	-952 m^3	0.1048	Statistics	Electrical Engineering, Computational Media	0.1996	1086	-0.2366	-0.9744	-95	guinea pig, rabbit	-0.6683	81
3	-267 m^3	1.0521	APPLIED MATHEMATICS	Human Computer Interaction	0.9189	1321	0.4253	-0.1634	360	cat	0.4835	-934
2	1518 m^3	0.7124	Computer Science	Natural Language Processing	0.59	-2143	0.269	2.1673	619	rat	0.5658	858
1	-621 m^3	0.6839	Electrical Engineering	Games and Playable Media, Technology and Information Management, Computer Science	1.8472	1263	0.5477	0.2608	464	pig	0.1947	-180
4	1863 m^3	0.628	Bioengineering	Computer Game Design	1.5019	None	0.2611	0.6856	-9	pig	1.4131	1105
0	562 m^3	0.9118	Statistics	Computational Media	-0.8767	415	-1.1971	1.1589	479	guinea pig	0.7703	-240
1	41 m^3	-0.3433	Technology and Information Management	Technology and Information Management, Statistics, Computer Science	0.7022	-10	1.1443	1.2639	426	pig	0.5543	1233
0	1121 m^3	-0.278	Games and Playable Media	Computational Media, Electrical Engineering, Bioengineering	0.388	390	0.4032	0.7211	1094	hamster, guinea pig	0.0482	301
4	1164 m^3	0.7352	Bioengineering	Computer Game Design	1.3552	2185	-0.5872	0.6194	1400	bird, fish	N/A	1830
2	2222 m^3	0.9607	Computer Science	Natural Language Processing	1.2322	1096	0.0709	0.8588	-1231	dog	-0.7423	2157
0	1650 m^3	1.1968	Statistics	Bioengineering	0.059	839	-1.3095	0.9107	-1271	guinea pig	1.3201	93
1	881 m^3	0.8116	Data Science	Games and Playable Media	0.1779	1097	1.2572	-0.0281	2349	pig	0.5568	2099
1	-885 m^3	-0.1888	Electrical Engineering	Games and Playable Media, Technology and Information Management	-0.3441	-1017	1.6693	-0.6011	1099	pig	1.393	1468
0	1221 m^3	-1.5102	Computational Media	Electrical Engineering, Bioinformatics, Bioengineering	-1.1055	-151	0.996	0.7518	801	rabbit	2.2112	243
2	81 m^3	-0.0111	Computer Science	Applied Mathematics	0.2373	40	0.6813	0.2307	692	rat	0.7558	2135
0	1653 m^3	0.3145	Statistics	Computational Media, Bioengineering	-0.0111	3828	0.3151	1.8689	937	hamster, guinea pig	-0.8033	1216
3	1147 m^3	-0.2065	Robotics Engineering	Data Science	1.4277	1783	1.2718	0.2889	1122	cat	-0.0104	1147
4	1670 m^3	-0.7392	Bioinformatics	Computer Engineering, Computer Game Design	0.0027	1654	0.3679	0.6494	984	reptile, ferret	0.4947	813
3	1880 m^3	-0.8788	Robotics Engineering	Human Computer Interaction	-0.4924	1232	0.6579	-0.1372	-261	cat	0.6902	1265
2	1611 m^3	-0.597	Computer Science	Natural Language Processing	0.6974	-783	-0.2875	1.1467	373	rat	1.4659	1281
4	-1021 m^3	0.4452	Robotics Engineering	Bioengineering, Bioinformatics, Electrical Engineering	1.7949	2342	1.1496	-0.0836	7	ferret, reptile	1.4514	824
0	958 m^3	0.3298	Games and Playable Media	Computational Media	-0.185	1130	0.3215	0.5125	262	guinea pig, rabbit	1.4269	350
3	65 m^3	1.0058	Natural Language Processing	Data Science	0.4762	259	0.653	0.336	491	cat	1.1914	2074
1	499 m^3	0.1484	Electrical Engineering	Statistics, Computer Science, Games and Playable Media	0.5938	-259	-0.0111	1.6466	1401	pig	1.3376	851
3	1551 m^3	-0.5933	Applied Mathematics	Data Science	0.2436	1399	1.2869	0.2495	808	ferret, reptile	0.2095	1290
0	1449 m^3	0.1082	Games and Playable Media	Computational Media, Electrical Engineering	0.5009	1649	N/A	-0.0146	-528	HAMSTER, RABBIT	-1.0008	810
4	1084 m^3	-0.2242	Bioengineering	Computer Game Design, Biotechnology	1.1402	1630	-0.0429	-0.3033	410	bird, ferret	0.9161	1822
2	-192 m^3	1.8271	Computer Science	Applied Mathematics	1.0525	-1900	0.4715	1.0703	2136	rat	-1.1543	1865
1	1884 m^3	0.7814	Electrical Engineering	Computer Science, Games and Playable Media	0.7777	-74	0.1222	0.4099	1511	pig	0.5439	1190
2	NULL	2.1687	Computer Science	Applied Mathematics	0.8837	1184	1.2378	1.3678	334	rat	-0.3528	646
1	1594 m^3	0.4529	Computer Science	Computational Media	1.5229	884	-0.7722	1.3205	-1206	pig	2.4328	935
4	1112 m^3	0.9423	Computer Game Design	Biotechnology, Robotics Engineering, Computer Engineering	0.0539	857	0.8508	-0.2156	159	reptile	0.4439	-253
0	568 m^3	-0.5587	Computational Media	Bioengineering, Electrical Engineering	0.5254	1849	0.5048	0.4	1167	hamster	-0.0573	504
